age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
51,technician,married,secondary,no,58,yes,no,cellular,17,nov,79,1,129,2,failure,no
37,admin.,divorced,secondary,no,1573,yes,no,cellular,12,may,639,3,326,10,failure,no
26,admin.,single,secondary,no,187,no,no,cellular,30,jan,226,2,-1,0,,no
47,management,divorced,tertiary,no,2515,no,no,,20,jun,40,3,-1,0,,no
59,entrepreneur,married,tertiary,no,712,yes,no,,11,jun,109,1,-1,0,,no
35,blue-collar,married,secondary,no,262,no,no,cellular,15,mar,427,1,181,3,success,yes
37,technician,married,secondary,no,523,yes,no,cellular,20,nov,232,4,-1,0,,no
30,admin.,married,tertiary,no,-750,no,no,cellular,15,may,208,3,-1,0,,no
37,technician,single,secondary,no,0,no,no,cellular,4,aug,69,2,-1,0,,no
48,blue-collar,single,primary,no,316,no,no,,5,jun,560,2,-1,0,,no
45,blue-collar,married,secondary,no,333,no,yes,cellular,6,aug,166,2,-1,0,,no
36,services,married,secondary,no,11650,yes,no,telephone,29,jul,268,1,-1,0,,yes
46,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,264,2,-1,0,,no
59,blue-collar,married,primary,no,595,no,no,telephone,31,jul,208,7,-1,0,,no
31,entrepreneur,single,tertiary,no,150,yes,no,,23,may,83,2,-1,0,,no
42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,140,4,failure,yes
41,admin.,married,secondary,no,176,no,no,,9,jun,196,1,-1,0,,no
51,management,married,tertiary,no,974,no,no,cellular,18,nov,58,1,-1,0,,no
39,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141,4,-1,0,,no
29,management,married,tertiary,no,4050,yes,no,,28,may,166,1,-1,0,,no
37,management,married,tertiary,no,1113,no,no,cellular,2,mar,229,1,182,1,success,yes
35,technician,married,secondary,no,-1041,yes,yes,cellular,18,aug,105,4,-1,0,,no
29,admin.,single,secondary,no,-44,yes,no,,13,may,166,4,-1,0,,no
33,self-employed,married,tertiary,no,416,yes,yes,,23,may,290,1,-1,0,,no
33,entrepreneur,single,tertiary,no,138,no,no,cellular,4,feb,141,2,-1,0,,no
40,services,single,secondary,no,856,yes,no,telephone,17,nov,70,1,-1,0,,no
41,management,married,,no,2457,yes,no,,9,may,285,1,-1,0,,no
34,services,single,secondary,no,2,yes,no,cellular,15,may,153,2,-1,0,,yes
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
27,technician,single,secondary,no,1742,yes,no,,16,may,787,1,-1,0,,yes
53,blue-collar,married,secondary,no,-135,yes,no,,9,may,193,2,-1,0,,no
52,retired,married,secondary,no,1282,no,no,,19,jun,148,5,-1,0,,no
39,technician,married,secondary,no,768,yes,yes,,27,may,171,4,-1,0,,no
56,blue-collar,married,primary,no,420,yes,no,cellular,29,jan,129,1,265,1,failure,no
35,technician,married,secondary,no,650,yes,no,cellular,14,may,241,2,349,2,failure,no
39,management,married,tertiary,no,63,yes,no,cellular,24,jul,203,1,-1,0,,no
54,entrepreneur,married,tertiary,no,0,no,no,cellular,30,jul,250,5,-1,0,,no
38,unemployed,divorced,secondary,no,258,no,no,,17,jun,88,2,-1,0,,no
53,self-employed,married,primary,no,4576,no,no,telephone,30,jul,82,2,-1,0,,no
52,admin.,single,secondary,no,-528,yes,yes,cellular,1,jun,1144,2,-1,0,,yes
55,unemployed,married,secondary,no,549,no,no,cellular,18,aug,43,5,-1,0,,no
45,blue-collar,divorced,primary,no,452,yes,no,cellular,9,jul,96,1,-1,0,,no
21,blue-collar,single,secondary,no,2265,no,no,cellular,17,feb,92,2,-1,0,,yes
43,technician,married,tertiary,no,2643,no,no,cellular,12,aug,188,3,100,5,success,yes
40,retired,married,primary,no,630,yes,no,cellular,23,jul,177,2,-1,0,,no
62,retired,married,secondary,no,298,no,no,cellular,17,nov,709,2,-1,0,,yes
60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,,yes
43,management,married,tertiary,no,41630,no,no,cellular,18,aug,68,4,-1,0,,no
50,blue-collar,divorced,primary,no,1545,yes,no,cellular,20,nov,25,1,-1,0,,no
38,management,married,tertiary,no,494,no,no,cellular,17,nov,146,1,104,2,other,no
29,admin.,single,secondary,no,405,yes,no,cellular,15,may,84,1,345,1,other,no
27,services,single,secondary,no,139,no,no,cellular,25,jul,165,3,-1,0,,no
57,self-employed,married,secondary,no,380,no,no,cellular,18,nov,878,2,-1,0,,no
31,technician,single,secondary,no,388,no,no,cellular,21,aug,115,2,-1,0,,no
50,services,married,secondary,no,254,yes,no,cellular,15,apr,397,2,337,1,failure,no
34,services,married,secondary,no,295,yes,yes,cellular,4,jul,64,1,-1,0,,no
57,management,divorced,tertiary,no,2549,no,no,cellular,30,jan,456,3,197,2,failure,no
30,management,single,tertiary,no,1435,yes,no,cellular,17,nov,104,3,-1,0,,no
39,management,married,tertiary,no,378,yes,yes,,5,may,127,2,-1,0,,no
41,technician,married,secondary,no,-274,yes,no,,27,may,182,3,-1,0,,no
32,blue-collar,married,secondary,no,7365,yes,no,cellular,31,jul,124,5,-1,0,,no
26,admin.,single,secondary,no,827,yes,no,cellular,17,feb,97,1,-1,0,,no
31,management,married,tertiary,no,804,no,no,cellular,28,jan,146,1,-1,0,,no
66,retired,married,primary,no,2173,no,no,cellular,15,jul,178,1,181,5,failure,no
23,blue-collar,single,,no,817,yes,no,cellular,18,may,123,1,-1,0,,no
60,technician,divorced,tertiary,no,1900,yes,no,,29,may,77,3,-1,0,,no
56,management,divorced,tertiary,no,1263,yes,no,cellular,13,may,155,1,-1,0,,no
34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,246,2,-1,0,,yes
59,management,married,tertiary,no,315,no,no,cellular,2,mar,591,1,176,2,failure,yes
37,technician,single,secondary,no,442,yes,no,cellular,20,apr,51,4,349,1,other,no
30,technician,single,tertiary,no,1185,yes,no,cellular,30,apr,284,1,339,1,failure,no
30,services,single,secondary,no,677,yes,no,cellular,21,nov,108,1,-1,0,,no
37,technician,married,secondary,no,807,yes,no,cellular,21,nov,634,4,-1,0,,no
73,retired,married,tertiary,no,448,no,no,cellular,22,jun,68,1,90,1,success,no
58,,married,,no,1547,no,no,telephone,5,aug,1186,4,-1,0,,yes
33,management,married,tertiary,no,1071,no,no,cellular,12,aug,83,4,-1,0,,no
47,admin.,married,secondary,no,6703,no,no,cellular,14,aug,252,3,-1,0,,no
27,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,,yes
55,management,married,secondary,no,11655,no,no,cellular,5,aug,114,1,-1,0,,no
56,management,married,primary,yes,-255,yes,no,telephone,11,may,9,5,-1,0,,no
31,technician,married,secondary,no,344,yes,no,,7,may,123,1,-1,0,,no
38,self-employed,single,tertiary,no,973,no,no,cellular,4,feb,138,1,-1,0,,no
58,retired,married,secondary,no,166,no,yes,,3,jul,211,1,-1,0,,no
34,management,divorced,tertiary,no,500,yes,no,,29,may,399,1,-1,0,,no
58,management,married,tertiary,no,7387,no,no,telephone,17,nov,85,1,-1,0,,no
27,technician,married,tertiary,no,8,yes,yes,cellular,18,may,398,1,370,2,failure,no
51,entrepreneur,married,secondary,no,934,yes,yes,cellular,14,may,164,3,-1,0,,no
52,blue-collar,married,secondary,no,2087,yes,no,cellular,31,aug,267,1,474,1,failure,yes
33,technician,single,secondary,no,1769,yes,no,,20,may,181,1,-1,0,,no
34,management,married,secondary,no,240,yes,no,,23,may,260,3,-1,0,,no
26,management,single,tertiary,yes,-130,yes,no,cellular,18,may,216,1,-1,0,,no
38,management,single,tertiary,no,2454,yes,no,cellular,14,aug,373,2,-1,0,,no
37,blue-collar,married,primary,no,510,yes,no,,23,may,122,6,-1,0,,no
46,unemployed,single,secondary,no,836,no,no,cellular,18,nov,95,1,-1,0,,no
32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes
42,services,divorced,secondary,no,138,no,no,cellular,17,jul,324,1,-1,0,,no
42,management,married,tertiary,no,202,no,no,,6,jun,136,1,-1,0,,no
36,services,divorced,secondary,no,532,yes,no,cellular,29,jan,391,1,241,1,failure,no
42,blue-collar,married,primary,no,-407,yes,yes,cellular,12,may,829,7,-1,0,,yes
32,admin.,married,secondary,no,-540,yes,yes,,30,may,53,7,-1,0,,no
50,management,married,tertiary,no,2635,no,no,cellular,26,may,303,2,-1,0,,no
25,technician,single,tertiary,no,640,yes,no,,13,may,492,2,-1,0,,no
46,blue-collar,married,,no,842,yes,no,telephone,8,may,833,1,-1,0,,yes
48,technician,married,secondary,no,1637,yes,no,,11,jun,305,10,-1,0,,no
51,blue-collar,married,secondary,no,2918,no,no,cellular,5,aug,193,2,-1,0,,no
77,retired,married,primary,no,121,no,no,telephone,7,oct,191,1,-1,0,,no
44,technician,divorced,secondary,no,1196,yes,no,,27,may,202,1,-1,0,,no
26,technician,single,tertiary,no,1996,no,no,cellular,29,jan,111,2,-1,0,,no
32,management,married,tertiary,no,1683,yes,yes,cellular,20,apr,72,2,-1,0,,no
57,management,married,tertiary,no,561,no,no,cellular,28,aug,54,8,-1,0,,no
51,technician,married,secondary,no,563,yes,no,cellular,17,jul,117,3,-1,0,,no
32,technician,single,secondary,no,-138,no,no,cellular,16,jul,278,2,-1,0,,no
28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,254,3,142,6,success,yes
47,blue-collar,married,primary,no,0,yes,no,,15,may,30,1,-1,0,,no
31,self-employed,single,tertiary,no,8460,no,no,cellular,20,nov,68,1,-1,0,,no
39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,,no
46,blue-collar,married,secondary,no,521,yes,no,cellular,29,jan,246,1,226,3,failure,no
51,services,married,secondary,no,209,no,no,,12,jun,93,1,-1,0,,no
26,admin.,single,tertiary,no,3672,yes,no,,29,may,360,5,-1,0,,no
55,entrepreneur,married,tertiary,no,12731,yes,no,cellular,16,jul,159,6,-1,0,,no
53,services,divorced,primary,no,0,no,yes,cellular,8,jul,206,1,-1,0,,no
48,housemaid,married,primary,no,379,no,no,cellular,17,jul,402,2,-1,0,,no
47,,married,,no,301,no,no,cellular,5,aug,111,1,-1,0,,no
37,blue-collar,married,primary,no,1322,yes,no,cellular,21,nov,14,8,185,1,other,no
41,management,married,secondary,no,0,no,no,cellular,21,aug,280,11,-1,0,,no
52,unemployed,married,secondary,no,94,no,no,cellular,4,may,223,9,4,1,success,no
57,retired,married,secondary,no,168,no,no,cellular,7,aug,342,1,-1,0,,yes
71,retired,married,,no,1741,no,no,cellular,18,aug,177,1,-1,0,,no
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,yes
37,management,single,tertiary,no,427,yes,no,,20,may,121,1,-1,0,,no
47,blue-collar,single,secondary,no,263,yes,yes,cellular,29,jan,127,2,255,1,other,no
44,technician,married,secondary,no,-199,no,no,,26,may,144,3,-1,0,,no
32,technician,single,secondary,no,260,yes,no,,5,sep,13,1,656,7,other,no
30,management,married,tertiary,no,101,yes,no,cellular,17,nov,348,1,123,1,failure,no
46,admin.,divorced,tertiary,no,-363,no,yes,cellular,30,jul,96,11,-1,0,,no
34,management,single,tertiary,no,220,yes,no,telephone,8,may,63,1,-1,0,,no
41,admin.,married,secondary,no,-62,yes,yes,,5,may,55,2,-1,0,,no
54,blue-collar,married,primary,no,1357,yes,yes,cellular,5,may,305,5,349,7,other,no
28,blue-collar,single,primary,no,-232,yes,no,,30,may,557,2,-1,0,,no
50,technician,divorced,tertiary,no,1679,yes,no,cellular,24,jul,604,2,-1,0,,no
41,blue-collar,married,primary,no,1654,yes,no,,14,may,35,1,-1,0,,no
48,entrepreneur,married,primary,no,3705,yes,no,,15,may,151,2,-1,0,,no
41,housemaid,married,primary,no,15,no,yes,telephone,17,jul,17,3,-1,0,,no
48,management,single,tertiary,no,460,yes,no,cellular,3,feb,91,3,264,2,other,no
29,technician,married,secondary,no,132,yes,yes,cellular,30,apr,88,1,-1,0,,no
53,admin.,divorced,secondary,no,315,yes,no,,5,may,181,2,-1,0,,no
30,services,single,secondary,no,21,yes,no,,7,may,104,2,-1,0,,no
30,technician,single,tertiary,no,1109,no,no,cellular,22,aug,215,2,-1,0,,no
57,blue-collar,married,primary,no,696,yes,no,cellular,13,aug,89,6,-1,0,,no
53,management,divorced,tertiary,no,3158,no,no,cellular,31,jul,126,23,-1,0,,no
36,management,single,tertiary,no,-74,yes,yes,cellular,8,jul,476,2,-1,0,,no
58,technician,married,secondary,no,1,no,no,cellular,28,jan,536,2,-1,0,,no
40,technician,divorced,secondary,no,0,no,no,cellular,7,aug,674,2,-1,0,,yes
36,entrepreneur,married,secondary,no,1412,yes,yes,cellular,25,jul,226,1,-1,0,,no
53,blue-collar,married,,no,593,no,no,telephone,6,feb,137,1,-1,0,,no
44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,,no
33,technician,single,tertiary,no,516,no,no,cellular,22,aug,76,7,-1,0,,no
29,technician,married,tertiary,no,43,yes,no,,20,may,68,2,-1,0,,no
32,management,married,tertiary,no,62,yes,no,cellular,14,may,166,1,-1,0,,no
45,technician,divorced,secondary,no,-14,no,no,cellular,18,nov,39,2,127,3,failure,no
55,management,single,tertiary,no,0,no,no,cellular,3,nov,222,3,187,3,failure,no
57,retired,married,primary,no,207,yes,no,,8,may,193,1,-1,0,,no
44,services,single,secondary,no,0,yes,no,,14,may,198,1,-1,0,,no
50,admin.,married,secondary,no,-779,yes,yes,cellular,22,jul,112,2,-1,0,,no
35,technician,single,tertiary,no,458,yes,no,cellular,8,apr,2129,1,322,3,failure,no
32,services,single,secondary,no,152,yes,no,cellular,25,may,158,2,-1,0,,yes
45,technician,married,secondary,no,0,yes,no,cellular,7,dec,344,1,-1,0,,yes
31,technician,single,secondary,no,1970,no,no,telephone,17,apr,284,3,-1,0,,no
38,admin.,married,secondary,no,3632,yes,yes,cellular,13,may,323,1,-1,0,,no
43,management,married,tertiary,no,13044,no,no,cellular,18,aug,36,4,-1,0,,no
51,self-employed,married,tertiary,no,146,no,no,cellular,15,jul,132,3,-1,0,,no
30,management,single,tertiary,no,73,no,no,cellular,25,aug,114,6,-1,0,,no
35,blue-collar,married,primary,no,0,no,no,cellular,21,jul,145,3,-1,0,,no
30,services,married,secondary,no,129,yes,no,,26,may,1446,7,-1,0,,yes
45,technician,divorced,secondary,no,23,yes,no,,27,may,62,4,-1,0,,no
56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,no
50,admin.,married,secondary,no,4117,no,no,cellular,21,nov,530,1,-1,0,,yes
44,technician,divorced,secondary,no,14,no,no,cellular,13,aug,234,1,-1,0,,yes
36,management,single,tertiary,no,146,yes,no,,16,may,1161,3,-1,0,,no
30,technician,single,secondary,no,3107,yes,no,,3,jun,1516,2,-1,0,,no
34,self-employed,married,tertiary,no,-236,yes,no,cellular,7,jul,118,4,-1,0,,no
36,management,single,tertiary,no,811,no,no,cellular,6,mar,229,1,-1,0,,yes
45,unemployed,married,secondary,no,-407,yes,no,cellular,15,may,320,3,371,2,failure,no
27,services,single,secondary,no,243,no,yes,,4,jul,253,1,-1,0,,no
27,admin.,single,secondary,no,1123,no,no,cellular,17,aug,75,1,-1,0,,no
36,self-employed,single,tertiary,no,1240,no,no,cellular,31,jul,812,3,-1,0,,yes
55,unemployed,divorced,secondary,no,79,yes,no,cellular,17,jul,418,2,-1,0,,no
38,technician,married,secondary,no,63,no,no,cellular,20,aug,320,4,-1,0,,no
57,retired,married,secondary,no,-133,no,no,cellular,19,aug,197,2,-1,0,,no
60,retired,married,secondary,no,2077,yes,no,,14,may,163,1,-1,0,,no
34,technician,married,tertiary,no,149,no,no,cellular,22,aug,739,2,-1,0,,yes
42,management,married,tertiary,no,144,no,no,cellular,7,dec,143,1,283,3,failure,no
45,blue-collar,married,primary,no,456,yes,no,cellular,11,may,255,1,-1,0,,no
29,admin.,single,secondary,no,-507,yes,no,,16,may,286,1,-1,0,,no
19,student,single,secondary,no,526,no,no,cellular,1,jul,174,1,199,3,failure,no
53,management,divorced,tertiary,no,5187,no,yes,cellular,17,nov,560,2,-1,0,,no
30,technician,married,secondary,no,3123,yes,no,cellular,15,may,49,2,333,5,other,no
47,admin.,married,tertiary,no,1077,no,no,telephone,29,aug,43,2,-1,0,,no
32,management,married,tertiary,no,1402,no,no,,1,jun,52,1,557,2,failure,no
37,,married,,no,1699,no,no,,9,jun,63,1,-1,0,,no
52,entrepreneur,married,secondary,no,0,no,yes,cellular,20,nov,199,2,-1,0,,no
50,blue-collar,married,secondary,no,917,yes,no,cellular,30,jul,58,2,-1,0,,no
41,blue-collar,married,primary,no,1356,yes,no,cellular,13,may,50,2,-1,0,,no
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,14,sep,185,2,-1,0,,yes
34,technician,single,secondary,no,0,no,no,cellular,20,aug,113,2,-1,0,,no
48,services,married,primary,no,483,no,no,cellular,6,aug,119,2,-1,0,,no
31,technician,single,secondary,no,1626,no,no,cellular,7,may,356,2,286,3,failure,no
40,admin.,married,secondary,no,2523,yes,no,,16,may,75,1,-1,0,,no
30,blue-collar,married,primary,no,-199,yes,yes,telephone,17,jul,207,10,-1,0,,no
46,blue-collar,married,primary,no,1823,no,no,,18,jun,135,3,-1,0,,no
28,services,single,secondary,no,118,yes,yes,cellular,15,may,376,3,368,1,failure,no
42,management,married,secondary,no,2580,yes,no,,16,jun,154,3,-1,0,,no
48,blue-collar,married,secondary,no,2697,yes,yes,,26,may,79,5,-1,0,,no
41,technician,married,,no,-1136,yes,yes,,4,jun,89,1,-1,0,,no
34,management,single,tertiary,no,478,yes,no,cellular,22,aug,73,2,-1,0,,no
50,services,married,secondary,no,1463,yes,no,,19,may,380,1,-1,0,,no
36,housemaid,single,tertiary,no,561,no,no,,6,jun,274,2,-1,0,,no
52,,married,,no,1317,no,no,,12,jun,58,1,-1,0,,no
37,blue-collar,married,secondary,no,32,yes,no,,20,may,146,2,-1,0,,no
59,blue-collar,married,primary,no,460,no,no,cellular,5,aug,224,1,-1,0,,no
43,admin.,married,primary,no,392,yes,yes,cellular,11,jul,87,2,-1,0,,no
67,admin.,married,primary,no,1093,no,no,telephone,8,jul,64,3,-1,0,,no
29,management,single,tertiary,no,21,yes,no,cellular,14,may,107,4,371,3,failure,no
39,entrepreneur,married,secondary,no,283,yes,no,,26,may,126,2,-1,0,,no
35,blue-collar,single,secondary,no,142,yes,no,cellular,20,nov,155,1,-1,0,,no
29,services,married,secondary,no,1002,yes,no,cellular,14,may,50,2,-1,0,,no
41,self-employed,married,secondary,no,149,yes,no,,15,may,27,1,-1,0,,no
50,technician,married,tertiary,no,5114,no,no,telephone,29,jun,286,2,153,2,other,no
54,housemaid,married,primary,no,194,no,no,cellular,20,aug,127,2,-1,0,,no
39,blue-collar,married,secondary,no,2239,no,no,,17,jun,133,2,-1,0,,no
34,admin.,single,secondary,no,280,no,no,cellular,8,jul,86,2,-1,0,,no
50,technician,married,secondary,no,1765,yes,no,,12,jun,247,2,-1,0,,no
23,technician,single,secondary,no,-782,yes,yes,,19,jun,197,10,-1,0,,no
30,technician,single,secondary,no,0,no,no,cellular,21,aug,166,4,-1,0,,no
30,blue-collar,single,secondary,no,228,no,no,cellular,5,feb,232,1,365,1,failure,no
27,technician,married,tertiary,no,13,yes,no,telephone,6,feb,24,5,-1,0,,no
37,technician,married,tertiary,no,905,yes,no,cellular,25,aug,111,7,-1,0,,no
36,student,single,secondary,no,409,yes,no,,12,jun,72,1,-1,0,,no
33,technician,married,secondary,no,3572,yes,no,cellular,18,nov,85,2,-1,0,,no
26,management,single,tertiary,no,1326,yes,no,,9,may,70,1,-1,0,,no
31,services,single,secondary,no,0,no,no,cellular,28,jul,243,2,-1,0,,no
32,blue-collar,married,primary,no,726,yes,no,cellular,20,nov,188,2,-1,0,,no
44,services,married,secondary,no,1357,yes,yes,,5,may,250,1,-1,0,,no
50,blue-collar,married,,no,605,yes,no,,15,may,200,1,-1,0,,no
50,blue-collar,married,secondary,no,418,no,yes,cellular,12,aug,867,2,-1,0,,no
32,technician,married,secondary,no,-684,yes,no,cellular,13,may,11,8,299,3,other,no
41,technician,single,tertiary,no,1646,yes,no,cellular,5,may,258,1,90,7,success,yes
58,admin.,married,secondary,no,3496,yes,no,,2,jun,111,4,-1,0,,no
42,self-employed,married,tertiary,no,2821,no,no,,11,jun,203,2,-1,0,,no
57,management,married,tertiary,no,12048,no,no,telephone,19,nov,95,3,-1,0,,no
32,technician,married,,no,429,yes,no,cellular,20,apr,31,3,153,2,other,no
52,entrepreneur,divorced,tertiary,no,3975,no,no,cellular,19,nov,116,5,-1,0,,no
48,blue-collar,married,secondary,no,709,yes,no,cellular,13,may,117,2,278,3,other,no
39,entrepreneur,married,tertiary,no,350,yes,no,cellular,24,jul,230,2,-1,0,,no
32,blue-collar,single,secondary,no,3845,yes,no,cellular,18,nov,459,3,-1,0,,no
42,blue-collar,married,primary,no,161,yes,no,,20,jun,365,3,-1,0,,no
57,blue-collar,married,secondary,no,0,no,yes,cellular,22,jul,127,2,-1,0,,no
48,blue-collar,married,secondary,no,5241,yes,no,,29,may,158,1,-1,0,,no
37,admin.,married,,no,892,yes,no,cellular,30,jul,269,17,-1,0,,no
30,technician,married,secondary,no,776,no,no,cellular,7,aug,72,1,99,2,success,no
33,technician,married,secondary,no,-160,yes,no,cellular,21,jul,898,5,-1,0,,no
50,admin.,married,secondary,no,1241,yes,yes,telephone,17,nov,49,2,-1,0,,no
40,technician,single,tertiary,no,-89,yes,no,,28,may,83,4,-1,0,,no
35,technician,divorced,secondary,no,0,yes,no,cellular,21,nov,72,1,-1,0,,no
31,services,married,secondary,no,655,no,yes,cellular,9,feb,190,6,-1,0,,no
54,housemaid,married,primary,no,3304,no,yes,cellular,25,jul,90,7,-1,0,,no
36,management,divorced,tertiary,no,36,yes,no,cellular,29,jan,227,1,261,6,failure,no
47,entrepreneur,married,tertiary,no,1855,no,no,,20,jun,129,3,-1,0,,no
42,self-employed,married,tertiary,no,5,yes,no,,13,may,853,1,-1,0,,no
41,management,married,tertiary,no,2767,no,no,cellular,30,apr,75,1,-1,0,,no
56,technician,married,secondary,no,2558,no,no,,19,jun,288,1,-1,0,,no
53,housemaid,married,secondary,no,637,no,no,cellular,28,jan,150,2,-1,0,,no
52,blue-collar,married,secondary,no,46,yes,no,,8,may,132,1,-1,0,,no
35,technician,married,secondary,no,249,no,no,cellular,21,aug,205,8,-1,0,,no
39,management,married,tertiary,no,285,yes,no,cellular,15,jul,838,3,-1,0,,yes
26,blue-collar,single,secondary,no,177,no,yes,,4,jul,235,1,-1,0,,no
30,management,divorced,tertiary,no,106,yes,no,cellular,18,jul,149,1,-1,0,,no
44,blue-collar,married,secondary,no,199,yes,no,cellular,12,may,150,7,-1,0,,no
42,management,married,tertiary,no,-380,yes,no,,16,jun,57,1,-1,0,,no
38,admin.,married,secondary,no,-762,no,no,,29,may,165,1,-1,0,,no
50,management,married,tertiary,no,8205,yes,no,telephone,25,oct,293,3,508,1,other,no
25,student,single,secondary,no,1116,yes,no,cellular,2,mar,170,3,-1,0,,no
24,admin.,married,secondary,no,541,yes,no,,5,jun,622,4,-1,0,,no
34,management,married,secondary,no,2311,yes,no,cellular,19,nov,59,1,-1,0,,no
52,unemployed,married,primary,no,20,yes,no,telephone,28,jan,172,1,-1,0,,no
33,admin.,single,secondary,no,285,yes,no,cellular,1,apr,427,1,329,1,other,no
36,management,single,tertiary,no,609,no,no,cellular,18,aug,33,2,-1,0,,no
60,admin.,single,secondary,no,3916,no,no,,18,jun,18,5,-1,0,,no
34,technician,married,primary,no,926,yes,yes,,2,jun,142,2,-1,0,,no
30,technician,single,secondary,no,3568,yes,no,cellular,7,apr,265,1,-1,0,,no
57,management,married,primary,no,6900,no,no,cellular,23,oct,255,4,185,2,failure,yes
34,services,single,secondary,no,194,yes,yes,cellular,15,apr,149,1,268,2,other,no
29,blue-collar,married,secondary,no,64,yes,no,cellular,14,may,444,2,366,3,failure,no
47,admin.,married,secondary,no,1863,yes,yes,cellular,14,may,151,4,-1,0,,no
31,blue-collar,single,secondary,no,210,yes,yes,cellular,15,may,166,1,-1,0,,no
27,blue-collar,married,primary,no,416,yes,no,,30,may,1193,2,-1,0,,yes
21,technician,single,secondary,no,64,yes,no,cellular,7,may,16,1,-1,0,,no
33,management,married,tertiary,no,1390,no,no,cellular,15,jun,92,2,312,2,failure,no
64,retired,married,,no,34,no,no,cellular,26,aug,244,2,-1,0,,yes
33,services,single,secondary,no,329,yes,yes,cellular,7,jul,227,4,-1,0,,no
22,technician,single,secondary,no,283,yes,no,cellular,22,mar,254,2,-1,0,,yes
30,management,married,secondary,no,-559,yes,yes,cellular,7,may,98,1,167,2,failure,no
38,management,married,tertiary,no,1257,no,no,cellular,12,oct,166,1,-1,0,,no
42,blue-collar,married,primary,no,718,no,no,cellular,2,feb,556,2,-1,0,,no
45,blue-collar,married,primary,no,804,yes,no,,16,may,528,1,-1,0,,yes
45,technician,single,secondary,no,113,yes,yes,cellular,13,aug,165,2,-1,0,,no
58,management,married,primary,no,320,yes,no,,30,may,171,2,-1,0,,no
51,blue-collar,divorced,secondary,no,203,yes,no,cellular,8,may,134,1,170,5,failure,no
45,housemaid,married,primary,no,2239,no,no,telephone,29,jul,24,2,-1,0,,no
45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,-1,0,,yes
31,admin.,divorced,secondary,no,824,yes,no,,2,jul,32,3,-1,0,,no
41,housemaid,married,secondary,no,81,yes,no,cellular,11,may,193,1,-1,0,,no
39,unemployed,married,secondary,no,1309,yes,no,cellular,4,feb,587,2,-1,0,,no
38,services,married,primary,no,0,no,no,cellular,28,jul,33,3,-1,0,,no
36,management,married,tertiary,no,1318,yes,no,cellular,7,aug,100,2,-1,0,,no
36,unemployed,single,secondary,no,244,yes,no,,4,jun,702,2,-1,0,,no
58,management,divorced,tertiary,no,5701,no,no,cellular,14,aug,92,3,106,2,success,no
49,retired,married,primary,no,1381,no,no,,16,jun,73,2,-1,0,,no
32,blue-collar,married,primary,no,159,yes,no,,21,may,207,3,-1,0,,no
42,services,married,primary,no,2557,yes,no,,23,may,28,3,-1,0,,no
34,blue-collar,married,secondary,no,529,yes,no,cellular,14,may,325,1,351,3,failure,no
29,services,married,secondary,no,23,no,no,cellular,17,jul,57,4,-1,0,,no
50,management,married,secondary,no,-187,yes,no,,29,may,31,2,-1,0,,no
29,blue-collar,married,secondary,no,1238,yes,no,cellular,20,apr,478,1,341,1,failure,no
37,admin.,married,secondary,no,-498,yes,yes,,26,may,175,1,-1,0,,no
33,blue-collar,married,primary,no,496,no,no,cellular,12,may,151,1,-1,0,,no
34,management,single,tertiary,no,2347,no,yes,cellular,17,nov,555,1,-1,0,,no
46,blue-collar,married,primary,no,2093,no,no,,5,jun,128,2,-1,0,,no
33,technician,married,secondary,no,1434,yes,no,cellular,20,nov,200,1,-1,0,,no
35,self-employed,married,secondary,no,3329,no,no,cellular,18,nov,166,1,-1,0,,no
35,blue-collar,married,primary,no,105,yes,no,,8,may,369,2,-1,0,,no
26,student,single,secondary,no,85,yes,no,,8,may,278,2,-1,0,,no
32,services,married,secondary,no,442,yes,no,,8,may,207,1,-1,0,,no
48,services,married,secondary,no,4300,yes,yes,cellular,25,aug,99,6,-1,0,,no
26,unemployed,single,primary,no,1213,no,no,cellular,29,jan,685,1,-1,0,,no
26,blue-collar,single,secondary,no,277,no,no,,14,may,514,2,-1,0,,no
43,management,married,,no,0,no,no,,20,jun,273,1,-1,0,,no
59,management,divorced,tertiary,no,1611,yes,no,,4,jun,107,2,-1,0,,no
