age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,target,pdays_contacted
38,management,single,tertiary,no,2454,yes,no,cellular,aug,373,2,0,0,never
37,blue-collar,married,primary,no,510,yes,no,,may,122,6,0,0,never
46,unemployed,single,secondary,no,836,no,no,cellular,nov,95,1,0,0,never
32,technician,married,secondary,no,286,no,no,cellular,apr,60,1,4,0,contacted
38,technician,married,secondary,no,6728,no,no,cellular,nov,232,1,4,1,contacted
42,services,divorced,secondary,no,138,no,no,cellular,jul,324,1,0,0,never
42,management,married,tertiary,no,202,no,no,,jun,136,1,0,0,never
36,services,divorced,secondary,no,532,yes,no,cellular,jan,391,1,1,0,contacted
42,blue-collar,married,primary,no,-407,yes,yes,cellular,may,829,7,0,1,never
32,admin.,married,secondary,no,-540,yes,yes,,may,53,7,0,0,never
50,management,married,tertiary,no,2635,no,no,cellular,may,303,2,0,0,never
25,technician,single,tertiary,no,640,yes,no,,may,492,2,0,0,never
46,blue-collar,married,,no,842,yes,no,telephone,may,833,1,0,1,never
48,technician,married,secondary,no,1637,yes,no,,jun,305,10,0,0,never
51,blue-collar,married,secondary,no,2918,no,no,cellular,aug,193,2,0,0,never
77,retired,married,primary,no,121,no,no,telephone,oct,191,1,0,0,never
44,technician,divorced,secondary,no,1196,yes,no,,may,202,1,0,0,never
26,technician,single,tertiary,no,1996,no,no,cellular,jan,111,2,0,0,never
32,management,married,tertiary,no,1683,yes,yes,cellular,apr,72,2,0,0,never
57,management,married,tertiary,no,561,no,no,cellular,aug,54,8,0,0,never
51,technician,married,secondary,no,563,yes,no,cellular,jul,117,3,0,0,never
32,technician,single,secondary,no,-138,no,no,cellular,jul,278,2,0,0,never
28,admin.,single,secondary,no,261,yes,yes,cellular,jan,254,3,6,1,contacted
47,blue-collar,married,primary,no,0,yes,no,,may,30,1,0,0,never
31,self-employed,single,tertiary,no,8460,no,no,cellular,nov,68,1,0,0,never
39,blue-collar,married,primary,no,7685,yes,no,cellular,apr,493,3,0,0,never
46,blue-collar,married,secondary,no,521,yes,no,cellular,jan,246,1,3,0,contacted
51,services,married,secondary,no,209,no,no,,jun,93,1,0,0,never
26,admin.,single,tertiary,no,3672,yes,no,,may,360,5,0,0,never
55,entrepreneur,married,tertiary,no,12731,yes,no,cellular,jul,159,6,0,0,never
53,services,divorced,primary,no,0,no,yes,cellular,jul,206,1,0,0,never
48,housemaid,married,primary,no,379,no,no,cellular,jul,402,2,0,0,never
47,,married,,no,301,no,no,cellular,aug,111,1,0,0,never
37,blue-collar,married,primary,no,1322,yes,no,cellular,nov,14,8,1,0,contacted
41,management,married,secondary,no,0,no,no,cellular,aug,280,11,0,0,never
52,unemployed,married,secondary,no,94,no,no,cellular,may,223,9,1,0,contacted
57,retired,married,secondary,no,168,no,no,cellular,aug,342,1,0,1,never
71,retired,married,,no,1741,no,no,cellular,aug,177,1,0,0,never
48,unemployed,divorced,secondary,no,201,no,no,cellular,nov,594,1,1,1,contacted
37,management,single,tertiary,no,427,yes,no,,may,121,1,0,0,never
47,blue-collar,single,secondary,no,263,yes,yes,cellular,jan,127,2,1,0,contacted
44,technician,married,secondary,no,-199,no,no,,may,144,3,0,0,never
32,technician,single,secondary,no,260,yes,no,,sep,13,1,7,0,contacted
30,management,married,tertiary,no,101,yes,no,cellular,nov,348,1,1,0,contacted
46,admin.,divorced,tertiary,no,-363,no,yes,cellular,jul,96,11,0,0,never
34,management,single,tertiary,no,220,yes,no,telephone,may,63,1,0,0,never
41,admin.,married,secondary,no,-62,yes,yes,,may,55,2,0,0,never
54,blue-collar,married,primary,no,1357,yes,yes,cellular,may,305,5,7,0,contacted
28,blue-collar,single,primary,no,-232,yes,no,,may,557,2,0,0,never
50,technician,divorced,tertiary,no,1679,yes,no,cellular,jul,604,2,0,0,never
41,blue-collar,married,primary,no,1654,yes,no,,may,35,1,0,0,never
48,entrepreneur,married,primary,no,3705,yes,no,,may,151,2,0,0,never
41,housemaid,married,primary,no,15,no,yes,telephone,jul,17,3,0,0,never
48,management,single,tertiary,no,460,yes,no,cellular,feb,91,3,2,0,contacted
29,technician,married,secondary,no,132,yes,yes,cellular,apr,88,1,0,0,never
53,admin.,divorced,secondary,no,315,yes,no,,may,181,2,0,0,never
30,services,single,secondary,no,21,yes,no,,may,104,2,0,0,never
30,technician,single,tertiary,no,1109,no,no,cellular,aug,215,2,0,0,never
57,blue-collar,married,primary,no,696,yes,no,cellular,aug,89,6,0,0,never
53,management,divorced,tertiary,no,3158,no,no,cellular,jul,126,23,0,0,never
36,management,single,tertiary,no,-74,yes,yes,cellular,jul,476,2,0,0,never
58,technician,married,secondary,no,1,no,no,cellular,jan,536,2,0,0,never
40,technician,divorced,secondary,no,0,no,no,cellular,aug,674,2,0,1,never
36,entrepreneur,married,secondary,no,1412,yes,yes,cellular,jul,226,1,0,0,never
53,blue-collar,married,,no,593,no,no,telephone,feb,137,1,0,0,never
44,technician,married,tertiary,no,1146,no,no,cellular,jul,178,2,0,0,never
33,technician,single,tertiary,no,516,no,no,cellular,aug,76,7,0,0,never
29,technician,married,tertiary,no,43,yes,no,,may,68,2,0,0,never
32,management,married,tertiary,no,62,yes,no,cellular,may,166,1,0,0,never
45,technician,divorced,secondary,no,-14,no,no,cellular,nov,39,2,3,0,contacted
55,management,single,tertiary,no,0,no,no,cellular,nov,222,3,3,0,contacted
57,retired,married,primary,no,207,yes,no,,may,193,1,0,0,never
44,services,single,secondary,no,0,yes,no,,may,198,1,0,0,never
50,admin.,married,secondary,no,-779,yes,yes,cellular,jul,112,2,0,0,never
35,technician,single,tertiary,no,458,yes,no,cellular,apr,2129,1,3,0,contacted
32,services,single,secondary,no,152,yes,no,cellular,may,158,2,0,1,never
45,technician,married,secondary,no,0,yes,no,cellular,dec,344,1,0,1,never
31,technician,single,secondary,no,1970,no,no,telephone,apr,284,3,0,0,never
38,admin.,married,secondary,no,3632,yes,yes,cellular,may,323,1,0,0,never
43,management,married,tertiary,no,13044,no,no,cellular,aug,36,4,0,0,never
51,self-employed,married,tertiary,no,146,no,no,cellular,jul,132,3,0,0,never
30,management,single,tertiary,no,73,no,no,cellular,aug,114,6,0,0,never
35,blue-collar,married,primary,no,0,no,no,cellular,jul,145,3,0,0,never
30,services,married,secondary,no,129,yes,no,,may,1446,7,0,1,never
45,technician,divorced,secondary,no,23,yes,no,,may,62,4,0,0,never
56,blue-collar,married,primary,no,284,no,yes,telephone,feb,124,4,4,0,contacted
50,admin.,married,secondary,no,4117,no,no,cellular,nov,530,1,0,1,never
44,technician,divorced,secondary,no,14,no,no,cellular,aug,234,1,0,1,never
36,management,single,tertiary,no,146,yes,no,,may,1161,3,0,0,never
30,technician,single,secondary,no,3107,yes,no,,jun,1516,2,0,0,never
34,self-employed,married,tertiary,no,-236,yes,no,cellular,jul,118,4,0,0,never
36,management,single,tertiary,no,811,no,no,cellular,mar,229,1,0,1,never
45,unemployed,married,secondary,no,-407,yes,no,cellular,may,320,3,2,0,contacted
27,services,single,secondary,no,243,no,yes,,jul,253,1,0,0,never
27,admin.,single,secondary,no,1123,no,no,cellular,aug,75,1,0,0,never
36,self-employed,single,tertiary,no,1240,no,no,cellular,jul,812,3,0,1,never
55,unemployed,divorced,secondary,no,79,yes,no,cellular,jul,418,2,0,0,never
38,technician,married,secondary,no,63,no,no,cellular,aug,320,4,0,0,never
57,retired,married,secondary,no,-133,no,no,cellular,aug,197,2,0,0,never
60,retired,married,secondary,no,2077,yes,no,,may,163,1,0,0,never
34,technician,married,tertiary,no,149,no,no,cellular,aug,739,2,0,1,never
42,management,married,tertiary,no,144,no,no,cellular,dec,143,1,3,0,contacted
45,blue-collar,married,primary,no,456,yes,no,cellular,may,255,1,0,0,never
29,admin.,single,secondary,no,-507,yes,no,,may,286,1,0,0,never
19,student,single,secondary,no,526,no,no,cellular,jul,174,1,3,0,contacted
53,management,divorced,tertiary,no,5187,no,yes,cellular,nov,560,2,0,0,never
30,technician,married,secondary,no,3123,yes,no,cellular,may,49,2,5,0,contacted
47,admin.,married,tertiary,no,1077,no,no,telephone,aug,43,2,0,0,never
32,management,married,tertiary,no,1402,no,no,,jun,52,1,2,0,contacted
37,,married,,no,1699,no,no,,jun,63,1,0,0,never
52,entrepreneur,married,secondary,no,0,no,yes,cellular,nov,199,2,0,0,never
50,blue-collar,married,secondary,no,917,yes,no,cellular,jul,58,2,0,0,never
41,blue-collar,married,primary,no,1356,yes,no,cellular,may,50,2,0,0,never
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,sep,185,2,0,1,never
34,technician,single,secondary,no,0,no,no,cellular,aug,113,2,0,0,never
48,services,married,primary,no,483,no,no,cellular,aug,119,2,0,0,never
31,technician,single,secondary,no,1626,no,no,cellular,may,356,2,3,0,contacted
40,admin.,married,secondary,no,2523,yes,no,,may,75,1,0,0,never
30,blue-collar,married,primary,no,-199,yes,yes,telephone,jul,207,10,0,0,never
46,blue-collar,married,primary,no,1823,no,no,,jun,135,3,0,0,never
28,services,single,secondary,no,118,yes,yes,cellular,may,376,3,1,0,contacted
42,management,married,secondary,no,2580,yes,no,,jun,154,3,0,0,never
48,blue-collar,married,secondary,no,2697,yes,yes,,may,79,5,0,0,never
41,technician,married,,no,-1136,yes,yes,,jun,89,1,0,0,never
34,management,single,tertiary,no,478,yes,no,cellular,aug,73,2,0,0,never
50,services,married,secondary,no,1463,yes,no,,may,380,1,0,0,never
36,housemaid,single,tertiary,no,561,no,no,,jun,274,2,0,0,never
52,,married,,no,1317,no,no,,jun,58,1,0,0,never
37,blue-collar,married,secondary,no,32,yes,no,,may,146,2,0,0,never
59,blue-collar,married,primary,no,460,no,no,cellular,aug,224,1,0,0,never
43,admin.,married,primary,no,392,yes,yes,cellular,jul,87,2,0,0,never
67,admin.,married,primary,no,1093,no,no,telephone,jul,64,3,0,0,never
29,management,single,tertiary,no,21,yes,no,cellular,may,107,4,3,0,contacted
39,entrepreneur,married,secondary,no,283,yes,no,,may,126,2,0,0,never
35,blue-collar,single,secondary,no,142,yes,no,cellular,nov,155,1,0,0,never
29,services,married,secondary,no,1002,yes,no,cellular,may,50,2,0,0,never
41,self-employed,married,secondary,no,149,yes,no,,may,27,1,0,0,never
50,technician,married,tertiary,no,5114,no,no,telephone,jun,286,2,2,0,contacted
54,housemaid,married,primary,no,194,no,no,cellular,aug,127,2,0,0,never
39,blue-collar,married,secondary,no,2239,no,no,,jun,133,2,0,0,never
34,admin.,single,secondary,no,280,no,no,cellular,jul,86,2,0,0,never
50,technician,married,secondary,no,1765,yes,no,,jun,247,2,0,0,never
23,technician,single,secondary,no,-782,yes,yes,,jun,197,10,0,0,never
30,technician,single,secondary,no,0,no,no,cellular,aug,166,4,0,0,never
30,blue-collar,single,secondary,no,228,no,no,cellular,feb,232,1,1,0,contacted
27,technician,married,tertiary,no,13,yes,no,telephone,feb,24,5,0,0,never
37,technician,married,tertiary,no,905,yes,no,cellular,aug,111,7,0,0,never
36,student,single,secondary,no,409,yes,no,,jun,72,1,0,0,never
33,technician,married,secondary,no,3572,yes,no,cellular,nov,85,2,0,0,never
26,management,single,tertiary,no,1326,yes,no,,may,70,1,0,0,never
31,services,single,secondary,no,0,no,no,cellular,jul,243,2,0,0,never
32,blue-collar,married,primary,no,726,yes,no,cellular,nov,188,2,0,0,never
44,services,married,secondary,no,1357,yes,yes,,may,250,1,0,0,never
50,blue-collar,married,,no,605,yes,no,,may,200,1,0,0,never
50,blue-collar,married,secondary,no,418,no,yes,cellular,aug,867,2,0,0,never
32,technician,married,secondary,no,-684,yes,no,cellular,may,11,8,3,0,contacted
41,technician,single,tertiary,no,1646,yes,no,cellular,may,258,1,7,1,contacted
58,admin.,married,secondary,no,3496,yes,no,,jun,111,4,0,0,never
42,self-employed,married,tertiary,no,2821,no,no,,jun,203,2,0,0,never
57,management,married,tertiary,no,12048,no,no,telephone,nov,95,3,0,0,never
32,technician,married,,no,429,yes,no,cellular,apr,31,3,2,0,contacted
52,entrepreneur,divorced,tertiary,no,3975,no,no,cellular,nov,116,5,0,0,never
48,blue-collar,married,secondary,no,709,yes,no,cellular,may,117,2,3,0,contacted
39,entrepreneur,married,tertiary,no,350,yes,no,cellular,jul,230,2,0,0,never
32,blue-collar,single,secondary,no,3845,yes,no,cellular,nov,459,3,0,0,never
42,blue-collar,married,primary,no,161,yes,no,,jun,365,3,0,0,never
57,blue-collar,married,secondary,no,0,no,yes,cellular,jul,127,2,0,0,never
48,blue-collar,married,secondary,no,5241,yes,no,,may,158,1,0,0,never
37,admin.,married,,no,892,yes,no,cellular,jul,269,17,0,0,never
30,technician,married,secondary,no,776,no,no,cellular,aug,72,1,2,0,contacted
33,technician,married,secondary,no,-160,yes,no,cellular,jul,898,5,0,0,never
50,admin.,married,secondary,no,1241,yes,yes,telephone,nov,49,2,0,0,never
40,technician,single,tertiary,no,-89,yes,no,,may,83,4,0,0,never
35,technician,divorced,secondary,no,0,yes,no,cellular,nov,72,1,0,0,never
31,services,married,secondary,no,655,no,yes,cellular,feb,190,6,0,0,never
54,housemaid,married,primary,no,3304,no,yes,cellular,jul,90,7,0,0,never
36,management,divorced,tertiary,no,36,yes,no,cellular,jan,227,1,6,0,contacted
47,entrepreneur,married,tertiary,no,1855,no,no,,jun,129,3,0,0,never
42,self-employed,married,tertiary,no,5,yes,no,,may,853,1,0,0,never
41,management,married,tertiary,no,2767,no,no,cellular,apr,75,1,0,0,never
56,technician,married,secondary,no,2558,no,no,,jun,288,1,0,0,never
53,housemaid,married,secondary,no,637,no,no,cellular,jan,150,2,0,0,never
52,blue-collar,married,secondary,no,46,yes,no,,may,132,1,0,0,never
35,technician,married,secondary,no,249,no,no,cellular,aug,205,8,0,0,never
39,management,married,tertiary,no,285,yes,no,cellular,jul,838,3,0,1,never
26,blue-collar,single,secondary,no,177,no,yes,,jul,235,1,0,0,never
30,management,divorced,tertiary,no,106,yes,no,cellular,jul,149,1,0,0,never
44,blue-collar,married,secondary,no,199,yes,no,cellular,may,150,7,0,0,never
42,management,married,tertiary,no,-380,yes,no,,jun,57,1,0,0,never
38,admin.,married,secondary,no,-762,no,no,,may,165,1,0,0,never
50,management,married,tertiary,no,8205,yes,no,telephone,oct,293,3,1,0,contacted
25,student,single,secondary,no,1116,yes,no,cellular,mar,170,3,0,0,never
24,admin.,married,secondary,no,541,yes,no,,jun,622,4,0,0,never
34,management,married,secondary,no,2311,yes,no,cellular,nov,59,1,0,0,never
52,unemployed,married,primary,no,20,yes,no,telephone,jan,172,1,0,0,never
33,admin.,single,secondary,no,285,yes,no,cellular,apr,427,1,1,0,contacted
36,management,single,tertiary,no,609,no,no,cellular,aug,33,2,0,0,never
60,admin.,single,secondary,no,3916,no,no,,jun,18,5,0,0,never
34,technician,married,primary,no,926,yes,yes,,jun,142,2,0,0,never
30,technician,single,secondary,no,3568,yes,no,cellular,apr,265,1,0,0,never
57,management,married,primary,no,6900,no,no,cellular,oct,255,4,2,1,contacted
34,services,single,secondary,no,194,yes,yes,cellular,apr,149,1,2,0,contacted
29,blue-collar,married,secondary,no,64,yes,no,cellular,may,444,2,3,0,contacted
47,admin.,married,secondary,no,1863,yes,yes,cellular,may,151,4,0,0,never
31,blue-collar,single,secondary,no,210,yes,yes,cellular,may,166,1,0,0,never
27,blue-collar,married,primary,no,416,yes,no,,may,1193,2,0,1,never
21,technician,single,secondary,no,64,yes,no,cellular,may,16,1,0,0,never
33,management,married,tertiary,no,1390,no,no,cellular,jun,92,2,2,0,contacted
64,retired,married,,no,34,no,no,cellular,aug,244,2,0,1,never
33,services,single,secondary,no,329,yes,yes,cellular,jul,227,4,0,0,never
22,technician,single,secondary,no,283,yes,no,cellular,mar,254,2,0,1,never
30,management,married,secondary,no,-559,yes,yes,cellular,may,98,1,2,0,contacted
38,management,married,tertiary,no,1257,no,no,cellular,oct,166,1,0,0,never
42,blue-collar,married,primary,no,718,no,no,cellular,feb,556,2,0,0,never
45,blue-collar,married,primary,no,804,yes,no,,may,528,1,0,1,never
45,technician,single,secondary,no,113,yes,yes,cellular,aug,165,2,0,0,never
58,management,married,primary,no,320,yes,no,,may,171,2,0,0,never
51,blue-collar,divorced,secondary,no,203,yes,no,cellular,may,134,1,5,0,contacted
45,housemaid,married,primary,no,2239,no,no,telephone,jul,24,2,0,0,never
45,technician,single,tertiary,no,0,no,no,cellular,aug,773,4,0,1,never
31,admin.,divorced,secondary,no,824,yes,no,,jul,32,3,0,0,never
41,housemaid,married,secondary,no,81,yes,no,cellular,may,193,1,0,0,never
39,unemployed,married,secondary,no,1309,yes,no,cellular,feb,587,2,0,0,never
38,services,married,primary,no,0,no,no,cellular,jul,33,3,0,0,never
36,management,married,tertiary,no,1318,yes,no,cellular,aug,100,2,0,0,never
36,unemployed,single,secondary,no,244,yes,no,,jun,702,2,0,0,never
58,management,divorced,tertiary,no,5701,no,no,cellular,aug,92,3,2,0,contacted
49,retired,married,primary,no,1381,no,no,,jun,73,2,0,0,never
32,blue-collar,married,primary,no,159,yes,no,,may,207,3,0,0,never
42,services,married,primary,no,2557,yes,no,,may,28,3,0,0,never
34,blue-collar,married,secondary,no,529,yes,no,cellular,may,325,1,3,0,contacted
29,services,married,secondary,no,23,no,no,cellular,jul,57,4,0,0,never
50,management,married,secondary,no,-187,yes,no,,may,31,2,0,0,never
29,blue-collar,married,secondary,no,1238,yes,no,cellular,apr,478,1,1,0,contacted
37,admin.,married,secondary,no,-498,yes,yes,,may,175,1,0,0,never
33,blue-collar,married,primary,no,496,no,no,cellular,may,151,1,0,0,never
34,management,single,tertiary,no,2347,no,yes,cellular,nov,555,1,0,0,never
46,blue-collar,married,primary,no,2093,no,no,,jun,128,2,0,0,never
33,technician,married,secondary,no,1434,yes,no,cellular,nov,200,1,0,0,never
35,self-employed,married,secondary,no,3329,no,no,cellular,nov,166,1,0,0,never
35,blue-collar,married,primary,no,105,yes,no,,may,369,2,0,0,never
26,student,single,secondary,no,85,yes,no,,may,278,2,0,0,never
32,services,married,secondary,no,442,yes,no,,may,207,1,0,0,never
48,services,married,secondary,no,4300,yes,yes,cellular,aug,99,6,0,0,never
26,unemployed,single,primary,no,1213,no,no,cellular,jan,685,1,0,0,never
26,blue-collar,single,secondary,no,277,no,no,,may,514,2,0,0,never
43,management,married,,no,0,no,no,,jun,273,1,0,0,never
59,management,divorced,tertiary,no,1611,yes,no,,jun,107,2,0,0,never
34,management,married,tertiary,no,7384,no,no,cellular,nov,69,2,0,0,never
28,services,single,primary,no,302,no,no,,jun,248,9,0,0,never
55,blue-collar,married,secondary,no,1011,yes,no,cellular,aug,112,2,0,0,never
57,retired,married,secondary,no,573,no,no,,jun,53,11,0,0,never
54,technician,married,tertiary,no,258,no,no,,may,310,4,0,0,never
31,blue-collar,single,secondary,no,297,yes,no,cellular,nov,279,2,0,0,never
30,technician,single,secondary,no,3313,yes,no,telephone,apr,534,3,3,0,contacted
57,admin.,single,secondary,no,0,no,no,cellular,jul,261,4,0,0,never
59,management,divorced,primary,no,13308,yes,no,,may,131,1,0,0,never
33,technician,married,tertiary,no,148,no,no,cellular,aug,15,20,0,0,never
33,admin.,single,secondary,no,0,yes,no,cellular,nov,85,2,0,0,never
30,blue-collar,single,secondary,no,799,no,no,,jun,674,1,0,1,never
44,blue-collar,single,secondary,no,34,yes,no,,may,404,4,0,0,never
40,management,single,tertiary,no,-50,yes,no,cellular,may,306,2,1,0,contacted
58,retired,married,secondary,no,1874,no,no,,may,103,5,0,0,never
45,technician,married,secondary,no,88,no,no,cellular,aug,150,2,0,0,never
54,admin.,divorced,secondary,no,735,no,no,cellular,oct,300,1,0,0,never
48,management,single,tertiary,no,-295,no,yes,cellular,jan,121,1,2,0,contacted
44,unemployed,married,tertiary,no,1151,yes,no,,jun,127,2,0,0,never
38,admin.,divorced,secondary,no,0,no,no,,jun,56,1,0,0,never
38,technician,married,secondary,no,254,yes,no,,may,359,6,0,0,never
31,management,single,tertiary,no,-24,yes,yes,,jun,589,6,0,0,never
30,management,single,tertiary,no,4808,no,no,cellular,mar,272,1,0,1,never
38,entrepreneur,married,tertiary,no,1438,no,no,cellular,nov,122,5,0,0,never
42,blue-collar,single,secondary,no,-178,yes,no,cellular,jul,178,3,0,0,never
51,blue-collar,married,secondary,no,700,no,no,cellular,aug,237,4,0,0,never
52,management,divorced,tertiary,no,0,yes,yes,cellular,jul,278,3,0,0,never
28,entrepreneur,single,tertiary,no,341,no,no,cellular,jan,241,1,0,0,never
42,services,married,secondary,no,6754,no,yes,cellular,nov,81,2,0,0,never
45,blue-collar,single,primary,no,695,yes,no,cellular,jul,167,1,0,0,never
59,management,married,tertiary,no,332,yes,yes,cellular,jul,35,2,0,0,never
36,entrepreneur,married,secondary,no,215,yes,yes,cellular,nov,309,1,0,0,never
35,blue-collar,married,primary,no,1749,yes,no,cellular,may,63,5,11,0,contacted
30,services,single,secondary,no,334,no,no,cellular,jan,389,2,0,0,never
29,management,married,tertiary,no,8089,yes,no,,may,314,2,0,0,never
38,housemaid,married,secondary,no,0,yes,no,,may,59,3,0,0,never
27,technician,single,secondary,no,430,yes,yes,,may,78,3,0,0,never
37,management,married,tertiary,no,287,yes,no,cellular,jul,94,2,0,0,never
33,admin.,married,secondary,no,-297,yes,no,,may,398,3,0,0,never
54,self-employed,married,primary,no,0,no,yes,telephone,jul,130,2,0,0,never
27,admin.,single,secondary,no,261,yes,yes,cellular,jun,592,4,0,1,never
27,unemployed,single,secondary,no,268,yes,no,cellular,may,188,1,0,0,never
31,technician,single,tertiary,yes,24,no,no,cellular,aug,246,2,0,0,never
38,technician,single,secondary,no,283,yes,no,,may,193,1,0,0,never
39,blue-collar,married,secondary,no,293,yes,no,,may,160,3,0,0,never
41,services,single,secondary,no,0,no,no,,jun,204,2,0,0,never
28,admin.,married,secondary,no,252,yes,no,,may,448,1,0,0,never
32,management,single,tertiary,no,23,no,no,cellular,may,137,2,0,0,never
57,management,married,primary,no,0,no,no,cellular,nov,97,1,0,0,never
40,services,single,tertiary,no,8823,yes,no,,may,378,1,0,0,never
54,management,divorced,tertiary,no,0,yes,no,cellular,may,199,1,3,0,contacted
29,admin.,single,secondary,no,1751,no,no,cellular,jan,150,1,0,0,never
45,management,married,tertiary,no,634,yes,no,cellular,jul,227,1,0,0,never
41,services,married,secondary,no,803,yes,no,,may,88,3,0,0,never
34,management,married,tertiary,no,2032,no,no,cellular,aug,103,12,0,0,never
21,student,single,secondary,no,57,no,no,,oct,9,1,0,0,never
35,entrepreneur,single,tertiary,no,-49,no,no,,jun,668,8,0,0,never
41,technician,married,secondary,no,169,yes,no,,may,296,2,0,0,never
32,management,single,tertiary,no,312,no,no,cellular,aug,37,3,0,0,never
49,services,married,secondary,no,245,yes,yes,,may,318,1,0,0,never
29,blue-collar,single,secondary,no,322,no,no,,jun,434,1,6,1,contacted
59,retired,married,secondary,no,377,no,yes,cellular,jul,468,4,0,0,never
31,services,divorced,secondary,no,1301,yes,no,cellular,may,140,3,0,0,never
38,blue-collar,married,secondary,no,769,yes,no,,jun,235,1,0,0,never
53,management,married,tertiary,no,602,yes,no,cellular,jul,58,2,0,0,never
43,self-employed,married,tertiary,yes,310,yes,no,cellular,may,84,7,0,0,never
63,retired,married,secondary,no,588,no,no,cellular,oct,143,2,0,0,never
45,technician,divorced,secondary,no,1738,no,no,cellular,aug,114,2,0,0,never
36,admin.,single,tertiary,no,2317,yes,no,cellular,nov,56,2,0,0,never
58,management,married,tertiary,no,473,no,no,cellular,feb,1109,1,1,1,contacted
38,blue-collar,divorced,primary,no,0,yes,no,cellular,may,531,2,0,1,never
45,admin.,single,secondary,no,-101,yes,no,cellular,may,101,1,1,0,contacted
34,admin.,married,secondary,no,-297,yes,no,cellular,may,92,4,3,0,contacted
29,blue-collar,married,secondary,no,1958,yes,no,cellular,may,112,4,1,0,contacted
60,management,married,tertiary,no,21088,yes,no,cellular,may,187,1,0,0,never
33,technician,divorced,secondary,no,-119,yes,no,,may,150,1,0,0,never
35,blue-collar,married,secondary,no,5639,yes,no,cellular,nov,945,2,0,1,never
53,blue-collar,married,secondary,no,6112,no,no,cellular,apr,211,1,1,0,contacted
30,technician,single,secondary,no,592,yes,no,cellular,may,353,1,0,0,never
53,management,married,tertiary,no,-1112,yes,no,cellular,may,53,3,1,0,contacted
45,housemaid,married,primary,no,1100,no,no,,jun,331,6,0,0,never
34,technician,married,tertiary,no,0,yes,no,,may,185,12,0,0,never
31,admin.,married,tertiary,no,80,yes,yes,cellular,oct,63,1,0,0,never
49,management,married,tertiary,no,78,yes,no,cellular,apr,65,3,0,0,never
38,management,single,secondary,no,293,no,yes,cellular,nov,166,2,0,0,never
42,blue-collar,married,secondary,no,2044,yes,yes,cellular,may,155,1,5,0,contacted
29,blue-collar,divorced,,no,17,yes,no,,may,31,2,0,0,never
59,management,married,tertiary,no,2260,yes,no,cellular,may,303,1,0,0,never
39,technician,single,tertiary,no,0,no,no,cellular,aug,147,4,0,0,never
24,unemployed,single,tertiary,no,39,yes,no,,jun,15,3,0,0,never
32,technician,single,tertiary,no,881,no,no,cellular,aug,79,1,0,0,never
54,admin.,married,secondary,no,111,no,no,cellular,aug,29,13,0,0,never
46,technician,single,secondary,no,182,no,no,cellular,aug,160,4,0,0,never
41,technician,divorced,secondary,no,195,no,no,cellular,aug,260,1,0,0,never
41,management,divorced,tertiary,no,902,yes,no,cellular,apr,134,1,0,0,never
52,retired,divorced,secondary,no,280,no,no,,jun,8,12,0,0,never
35,management,married,secondary,no,1,yes,no,,may,246,2,0,0,never
47,self-employed,married,secondary,no,0,no,no,cellular,aug,90,6,0,0,never
29,services,married,secondary,no,417,yes,no,cellular,jul,234,11,0,0,never
30,housemaid,single,tertiary,no,868,no,no,cellular,aug,387,2,0,0,never
25,management,single,tertiary,no,702,no,no,cellular,apr,163,2,0,0,never
54,housemaid,married,secondary,no,1977,no,no,,jun,69,3,0,0,never
36,self-employed,single,secondary,no,652,no,no,,jun,187,1,0,0,never
53,entrepreneur,married,,no,28,no,no,cellular,jul,117,2,0,0,never
55,technician,married,primary,no,284,no,no,cellular,jul,70,9,0,0,never
40,admin.,married,secondary,no,149,yes,no,cellular,jul,159,1,0,0,never
47,self-employed,married,tertiary,no,4543,yes,no,,may,162,1,0,0,never
32,blue-collar,married,secondary,no,1879,no,no,cellular,feb,591,8,0,1,never
44,management,divorced,tertiary,no,476,yes,yes,,may,127,2,0,0,never
42,blue-collar,married,secondary,no,156,no,no,cellular,jul,455,4,0,0,never
43,management,married,tertiary,no,344,yes,yes,cellular,jan,282,1,2,0,contacted
44,admin.,divorced,secondary,no,449,yes,yes,,may,195,4,0,0,never
36,services,married,secondary,no,0,yes,no,cellular,nov,1093,2,0,0,never
35,management,single,tertiary,no,123,yes,no,,may,83,3,0,0,never
44,management,married,tertiary,no,223,yes,no,,may,93,2,0,0,never
46,technician,divorced,secondary,no,-26,yes,yes,cellular,nov,201,1,2,0,contacted
46,management,married,tertiary,no,5464,no,no,,jun,79,4,0,0,never
29,technician,single,tertiary,no,68,yes,no,cellular,apr,658,1,0,0,never
37,blue-collar,married,,no,969,yes,no,cellular,may,343,2,0,0,never
43,management,single,tertiary,no,483,no,no,cellular,aug,950,6,0,1,never
30,services,divorced,secondary,no,98,yes,no,,may,155,1,0,0,never
32,management,single,tertiary,no,718,yes,no,cellular,dec,155,1,1,1,contacted
35,entrepreneur,married,secondary,no,10,yes,no,cellular,jul,314,7,0,0,never
32,services,married,secondary,no,0,no,no,cellular,jul,105,6,0,0,never
30,management,married,tertiary,no,233,yes,no,,may,382,10,0,0,never
34,management,married,tertiary,no,115,yes,no,cellular,apr,117,3,0,0,never
44,blue-collar,married,primary,no,401,yes,no,cellular,may,41,1,0,0,never
